
***************************************************************************
                         EOV koordinátajegyzék
***************************************************************************

P.szám                   Y             X           h                kód       dátum        idõ
GPS_Auto_2085        650133.263   238537.722     114.130        --------   2021.10.08   15:57:12
GPS_Auto_2086        650133.264   238537.716     114.134        --------   2021.10.08   15:57:13
GPS_Auto_2087        650133.267   238537.717     114.131        --------   2021.10.08   15:57:14
GPS_Auto_2088        650133.265   238537.717     114.128        --------   2021.10.08   15:57:15
GPS_Auto_2089        650133.264   238537.717     114.132        --------   2021.10.08   15:57:16
GPS_Auto_2090        650133.264   238537.720     114.129        --------   2021.10.08   15:57:17
GPS_Auto_2091        650133.264   238537.718     114.130        --------   2021.10.08   15:57:18
GPS_Auto_2092        650133.265   238537.722     114.138        --------   2021.10.08   15:57:19
GPS_Auto_2093        650133.264   238537.721     114.142        --------   2021.10.08   15:57:20
GPS_Auto_2094        650133.265   238537.719     114.137        --------   2021.10.08   15:57:21
GPS_Auto_2095        650133.266   238537.717     114.125        --------   2021.10.08   15:57:22
GPS_Auto_2096        650133.262   238537.715     114.124        --------   2021.10.08   15:57:23
GPS_Auto_2097        650133.261   238537.718     114.127        --------   2021.10.08   15:57:24
GPS_Auto_2098        650133.264   238537.717     114.133        --------   2021.10.08   15:57:25
GPS_Auto_2099        650133.267   238537.720     114.136        --------   2021.10.08   15:57:26
GPS_Auto_2100        650133.267   238537.715     114.133        --------   2021.10.08   15:57:27
GPS_Auto_2101        650133.265   238537.722     114.132        --------   2021.10.08   15:57:28
GPS_Auto_2102        650133.266   238537.717     114.124        --------   2021.10.08   15:57:29
GPS_Auto_2103        650133.265   238537.717     114.128        --------   2021.10.08   15:57:30

******************************
Leica Geosystems Hungary
Budapest Körösi Csoma S.6/c
******************************
